,SMILES
750,CCN(CC)C(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
751,O=C(C(=O)N1Cc2ccccc2C1)c1c[nH]c2ccccc12
752,O=C(N1CCCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
753,COc1ccc(-c2cc(C#N)c(=O)n(C)c2-c2ccc(N(C)C)cc2)cc1
754,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccc(C(F)(F)F)c1
755,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(ccn4C)c3)CC2)cc1
756,CN(C)c1ncnc2c1ncn2C1Cc2ccccc2C1
757,CCC(=O)c1cn2c(cc(OC)c3cc(CC)ccc32)n1
758,C=CCONC(=O)C1=CCC(N)C1
759,c1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
760,CC(C)c1cc(Br)cc(C(C)C)c1O
761,O=C(NCCc1c[nH]c2ccccc12)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
762,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccc(C(F)(F)F)cc3-c3ccc(Cl)cc3)CC2)cc1Oc1cnc2[nH]ccc2c1
763,Nc1cnc(N2CCc3cc(S(=O)(=O)Nc4c(F)cc(Cl)cc4F)cc(N4CCCC4=O)c32)nc1
764,CN(C)c1ncnc2c1ncn2-c1ccccc1
765,CCOC(=O)c1c(C)nc2c(cnn2Cc2ccccc2)c1N
766,C=CCCn1ncc2c(N)c(C(=O)OCC=C)c(C)nc21
767,C=CCOC(=O)c1c(C)nc2c(cnn2CC=C)c1N
768,CCCCCn1ncc2c(N)c(C(=O)OCC)c(C)nc21
769,CCSc1ccc(-c2nccs2)c2c1C(=O)CC(C)C2
770,CN(CCc1ccccc1)C1C2C3CC4C2C(=O)C2C4C3C21
771,CCOC(=O)c1ncc2[nH]c3ccc(O)cc3c2c1COC
772,O=C(O)c1cn2c(n1)sc1ccccc12
773,C=CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C
774,CC1CC(=O)c2c(Sc3cccs3)ccc(-c3ccccn3)c2C1
775,NCC(CC(=O)O)c1ccc(Br)s1
776,N=C(N)NCCC(=O)O
777,C#CCCCn1ncc2c(N)c(C(=O)NCC=C)cnc21
778,O=C(NNc1ccc(O)cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
779,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2)ccc1Oc1cccc(Cl)c1
780,COC(=O)c1cn2c(n1)sc1ccccc12
781,On1cc(C2CCNCC2)c(-c2cn(Cc3ccccc3)c(Cl)n2)n1
782,Cc1noc(-c2ncn3c2CN=C(c2ccccc2)c2ccccc2-3)n1
783,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
784,CCc1c(C(=O)OC)ncc2[nH]c3cc(OC)c(OC)cc3c12
785,Cc1nnc2ccc(-c3cccc(N)c3)nn12
786,Cc1cc2c(-c3ccco3)cnc(NC3CCN(C)CC3C(=O)NC3CCCCC3)c2[nH]c1=O
787,CCCOc1ccc(C2C(C(=O)O)C(c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1
788,Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cc1F
789,CN=C(N)NCCCC(NC(=O)C(CC(C)C)NC(=O)NNC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(Cc1cccnc1)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NCC(N)=O
790,Cn1cc(C(=O)C(=O)NCc2cccc(O)c2)c2ccccc21
791,CN(NC(=O)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12)c1ccccc1
792,O=C(O)c1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
793,O=C(N1CCOCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
794,C=CCOC(=O)c1cnc2c(cnn2CCCCC)c1N
795,COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(C)cc12
796,Cc1nnc(CNC(=O)CN)n1-c1ccc(Cl)cc1C(=O)c1ccccc1
797,CCC(=O)c1c(C)nc2c(c1N)c1ccccc1n2C
798,C#CCCCn1ncc2c(N)c(C(=O)OCC)c(C)nc21
799,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1Cl
800,COc1ccc(CCNC(=O)C(=O)c2c[nH]c3ccc(Cl)cc23)cc1OC
801,c1ccc(CNc2nn3c(-c4ccccc4)nnc3c3ccccc23)cc1
802,CCCCCn1ncc2c(N)c(C(=O)NCc3ccccc3)cnc21
803,CCNc1nn2c(-c3ccccc3)nnc2c2ccccc12
804,CCc1ccc2c(c1)c(OC)cc1nc(C(=O)c3ccccn3)cn12
805,CCCN(CCC)C(=O)Cc1c(-c2ccccc2)nc2c(C)cc(Br)cn12
806,O=C(NCc1ccc(F)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
807,CN(C)C(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2cccc(F)c21
808,CC(=O)Nc1cc2c(cn1)[nH]c1ccccc12
809,N=C1NC(CC(=O)O)CS1
810,CCSc1ccc(-c2cccc[n+]2[O-])c2c1C(=O)CC(C)C2
811,Fc1ccc2[nH]c3c(ncc4[nH]c5ccccc5c43)c2c1
812,CCCCCn1ncc2c(N)c(C(=O)NOCC)cnc21
813,CCCCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1
814,O=c1c(-c2ccsc2)c[nH]c2c(-c3ccccc3)cnn12
815,Cc1ccsc1C(CN)CC(=O)O
816,CC(=O)C1CCC2C3CCC4CC(O)(C#Cc5ccccc5O)CCC4(C)C3CCC12C
817,Cc1ccc(-c2nc3ccc(F)cn3c2CC(=O)N(C)C)cc1
818,CCCCCn1ncc2c(N)c(C(=O)OCC)c(CC)nc21
819,CN(C)C(=O)Cn1cc(-c2nc(C3(c4ccc(-c5cnc(N)nc5)cc4)CC3)no2)cn1
820,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCC(NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(=O)C(C)C)n3)nc2c1C
821,O=C(Nc1cc2c(cn1)[nH]c1ccccc12)C(F)(F)F
822,CC(=O)Oc1c(C(C)C)cccc1C(C)C
823,COCCN(CCOC)c1nn2c(-c3ccc(O)cc3)nnc2c2ccccc12
824,CCCCCn1ncc2c(N)c(C(=O)NCC)cnc21
825,NC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
826,C#CCOC(=O)c1c(C)nc2c(cnn2CCCCC)c1N
827,CCCCCn1ncc2c(N)c(C(=O)OCC3CC3)c(C)nc21
828,O=C(Nc1ccccc1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
829,CC(C)NC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
830,CCOC(=O)C1Cc2c(sc3ccccc23)CN1
831,CC(=O)Nc1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc12
832,O=C(NNc1ccc([N+](=O)[O-])cc1)C(=O)c1c[nH]c2ccc(Cl)cc12
833,Cc1noc(C2CC(c3ccc(C(F)(F)F)cc3)CN(C(=O)N3CCS(=O)(=O)C3)C2)n1
834,CN(C)C=NC(=O)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12
835,O=C(NCc1ccccc1)C(=O)c1c[nH]c2ccc(Cl)cc12
836,Nc1ncc(CC(=O)O)s1
837,C#CCCCn1ncc2c(N)c(C(=O)OCC3CC3)c(C)nc21
838,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccc(C(C)=O)s1
839,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cncnc1
840,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1Cc1c[nH]c2ccccc12
841,CCCCCn1ncc2c(N)c(C(=O)N3CCCC3)cnc21
842,Cn1cncc1C(O)(COc1ccc(C#N)cc1-c1ccc(OC(F)(F)F)cc1)c1ccc(C#N)cc1
843,Cn1cc(C(=O)C(=O)NNc2ccccc2)c2ccccc21
844,CC(c1ccnc(Nc2nc3cc(-c4cc(N(C)C)ncn4)ccc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1
845,CCOc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2
846,CCCCCn1ncc2c(N)c(C(=O)OCCC3CC3)c(C)nc21
847,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccc(Cl)cc1
848,Cc1c(N2CCCC2)nc2ccc(Br)cc2c1C(=O)NCC(CCC(=O)O)c1ccccc1Cl
849,O=C(O)Cc1c[nH]cn1
850,CCOC(=O)c1c(C)nc2c(cnn2CC(C)CC)c1N
851,CSc1ccc(-c2ccccn2)c2c1C(=O)CC(C)C2
852,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1
853,Cc1nccc(COC(=O)N2CC3C(CNC(=O)c4ccc5[nH]nnc5c4)C3C2)n1
854,CCc1c(C2CCNCC2)o[nH]c1=O
855,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccnc1
856,C#CCCCn1ncc2c(N)c(C(=O)OCC=C)c(C)nc21
857,c1ccc(-c2nnc3c4ccccc4c(N4CCCCC4)nn23)cc1
858,O=C(NNc1ccccc1)C(=O)c1c[nH]c2ccccc12
859,CN(NC(=O)C(=O)c1c[nH]c2ccccc12)c1ccccc1
860,O=C(Nc1ccccc1)C(=O)c1c[nH]c2ccccc12
861,O=c1oc2ccccc2c2nc(-c3ccc(Cl)cc3)nn12
862,[O-][n+]1nc2c(-c3ccsc3)cnn2c2cc(Cl)ccc21
863,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccccc1C(F)(F)F
864,C=CCNC(=O)c1c[nH]c2c(cnn2CCCCC)c1=O
865,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
866,CCNC(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
867,CSC(=O)N1c2ccccc2-n2cnc(-c3noc(C4CC4)n3)c2C1(C)C
868,CC#CCCn1ncc2c(N)c(C(=O)OCC)c(C)nc21
869,Cc1c(Oc2ccc(F)cc2)c(OC(C)C)nn1-c1ccc(C2CC2)cn1
870,CC(=O)c1cc2c(cn1)[nH]c1ccccc12
871,[N-]=[N+]=Nc1ccc(C(=N)NCCCC(=O)O)cc1
872,CCS(=O)(=O)c1cc2cc(CC(O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1
873,CC1CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)CC(C)C1(F)F
874,COc1ccc(CCC(OC(=O)C2CCCCN2C(=O)C(c2cc(OC)c(OC)c(OC)c2)C2CCCCC2)c2cccc(OCCN3CCOCC3)c2)cc1OC
875,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
876,COC(=O)CC(C(=O)Oc1c(OC)cccc1OC)N1CCCCC1
877,C[n+]1cccc(C(=O)[O-])c1
878,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1cccnc1
879,COc1cccc2ncc3c(=O)n(-c4ccccc4)[nH]c3c12
880,CCSc1ccc(-c2cnccn2)c2c1C(=O)CC(C)C2
881,CCC1CCc2nc3c(c(N)c2C1=O)c1ccccc1n3C
882,O=c1c(-c2ccccc2)n[nH]c2nc3ccccc3n12
883,O=C(NCc1cccc(Cl)c1)C(=O)c1c[nH]c2ccccc12
884,COc1ccc(OCCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1
885,CCOC(=O)c1c(C)nc2c(cnn2CC)c1NC
886,COc1c(C(C)C)cccc1C(C)C
887,COCc1nc2cnc3cc(-c4c(C)noc4C)c(OCC4CCNC4)cc3c2n1C(C)c1ccccc1
888,COc1cccc(CNC(=O)c2nc(=O)c3c(COCc4ccc(C(=O)O)cc4)csc3[nH]2)c1
889,COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC(C)C2
890,O=C(OC1CCCCC1)c1cn2c(n1)sc1ccccc12
891,O=C(Nc1ccccc1)C(=O)c1c[nH]c2ccc(Cl)cc12
892,O=C(c1ccc[nH]1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccccc21
893,O=c1c2cnc3cccc(OCc4ccccc4)c3c2[nH]n1-c1ccccc1
894,CCc1c(SC)nc2nc(C(=O)c3ccccc3)cn2c1C
895,O=C(O)C1=CCCNC1
896,O=c1c(-c2ccsc2)c[nH]c2c(-c3cccc(C(F)(F)F)c3)cnn12
897,N#[N+]c1nc(CC(=O)[O-])cs1
898,CN1CCN(c2cnc3c(C4CCN(C(=O)c5ccc(OC(F)(F)F)cc5N)CC4)ncnc3c2)CC1
899,O=c1[nH]oc(C2CCNCC2)c1Cc1ccc2ccccc2c1
900,CC(=O)C1CCC2C3CC4CC(O)CCC4(C)C3CCC12C
901,CCOC(=O)CNC(=O)C(=O)c1c[nH]c2ccc(Cl)cc12
902,Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21
903,N#[N+]c1cccc(S(=O)(=O)[O-])c1
904,NCC(CCC(=O)O)c1ccc(Cl)cc1
905,N=c1ccc(-c2ccc([N+](=O)[O-])cc2)nn1CCCC(=O)O
906,COc1nc2nc(C(=O)c3ccccc3)cn2c(C)c1OC
907,O=C(NC(Cc1ccc(O)cc1)C(=O)O)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
908,O=C(O)CNC(=O)C(=O)c1c[nH]c2ccc(Cl)cc12
909,CN(C)C(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccc(Cl)cc21
910,CN(C)C(=O)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2ccc(F)cc21
911,COC(=O)c1c(SC)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N
912,Clc1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21
913,COCCN(CCOC)c1nn2c(-c3ccc(OC)cc3)nnc2c2ccccc12
914,N=c1ccc(-c2ccc(Cl)cc2)nn1CCCC(=O)O
915,CC(C)(C)Nc1nn2c(-c3ccccc3)nnc2c2ccccc12
916,CCN(C)c1nn2c(-c3ccccc3)nnc2c2ccccc12
917,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12
918,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC
919,COc1ccc(NC(=O)C(=O)c2c[nH]c3ccccc23)cc1
920,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
921,O=C1C=NC(c2ccccc2)c2cc(Cl)ccc2N1
922,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccs1
923,CC1CC(=O)c2c(SCc3c[nH]nn3)ccc(-c3nccs3)c2C1
924,Nc1nc(CC(=O)O)c[nH]1
925,CC(C)(C)c1nc(-c2ncn3c2CN(C(=O)N2CCCC2)c2ccccc2-3)no1
926,Cc1nnc(CNC(=O)CCCN)n1-c1ccc(Cl)cc1C(=O)c1ccccc1
927,O=C(O)C1=CCCN(CCC=C(c2ccccc2)c2ccccc2)C1
928,COC(=O)c1cc(-c2ccc(OC)cc2)c(-c2ccc(N(C)C)cc2)n(C)c1=O
929,CCCCCn1ncc2c(N)c(C(=O)N(CC)CCC)cnc21
930,CC1(CC#N)CCC2C(CCC3CC(O)CCC32C)C1
931,O=C(NCc1cccc(Cl)c1)C(=O)c1c[nH]c2ccc(Cl)cc12
932,CC(c1cccc(C#N)c1)n1cc(Cl)cc(C(N)=O)c1=N
933,O=C(N1CCCC1)N1Cc2c(-c3noc(C4CC4)n3)ncn2-c2cccc(Cl)c21
934,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12
935,NCCCCc1no[nH]c1=O
936,N#[N+]c1cc[n+]([O-])cc1
937,CC1(C)c2c(-c3noc(C4CC4)n3)ncn2-c2ccccc2N1C(=O)N1CCCC1
938,CCCCN(CCCC)C(=O)CN1CC(c2cc(OC)c3c(c2)OCO3)C(C(=O)O)C1CC(C)(C)CCC
939,CC(=O)c1cc(C)c(C)c(C#N)c1N
940,COC(=O)C(Cc1ccc(O)cc1)NC(=O)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
941,CCC(=NO)C(C)=Cc1ccc(F)c(C)c1
942,CN=C(N)NCCCC(NC(=O)C(CC(C)C)NC(=O)NNC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccncc1)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O
943,COC(CNCC(=O)Oc1c(C(C)C)cccc1C(C)C)OC
944,CCc1cc(OC)nc2nc(C(=O)c3ccccc3)cn12
945,CC(NC(=O)c1cnc2n1C(C)(Cc1ccc(C#N)cc1)C(=O)N2c1cc(Cl)c(F)c(Cl)c1)C(=O)NC1(c2ccccn2)CC1
946,CC(C)c1cc(N)cc(C(C)C)c1O
947,CCCN(CCC)CC(=O)Oc1c(C(C)C)cccc1C(C)C
948,c1ccc(CN2CCN(c3nc4ccsc4n4cccc34)CC2)cc1
949,O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1
950,NCCCc1no[nH]c1=O
951,CCOCCn1cc(C(=O)Nc2ccc(-n3nc(-c4cccnc4)cc3C(F)(F)F)cn2)ccc1=O
952,CSc1ccc(-c2c(SC)nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)c2N)cc1
953,CS(=O)(=O)NCCC(NC(=O)c1cncc2c1cnn2-c1ccc(F)cc1)c1ccnc(S(C)(=O)=O)c1
954,CN(C)c1ncnc(-c2ccc3[nH]c(Nc4cc(CN5CCN(C(=O)CC(F)(F)F)CC5)ccn4)nc3c2)c1Cl
955,Cc1nc(-c2cnn3c2n[n+]([O-])c2ccc(Cl)cc23)no1
956,CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1cccc(C)c1
957,CCOC(=O)C(C)NC(=O)C(=O)c1c[nH]c2ccc(Cl)cc12
958,On1ncc(C2CCNCC2)c1-c1cccc(-c2ccccc2)c1
959,N=c1ccc(-c2ccc(OCc3ccccc3)cc2)nn1CCCC(=O)O
960,CN1C(=O)C(N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21
961,CC(=O)N1CCC(c2ccc(C(=O)NC3=NCCN3)cc2C(F)(F)F)CC1
962,c1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21
963,CC(NC(=O)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12)C(=O)O
964,Cn1nc(C(=O)NCc2ccc(C(=O)O)cc2)cc1-c1ccc2[nH]ccc2c1
965,COc1cccc(CNC(=O)c2nc(=O)c3c(CN(C)Cc4ccccc4)csc3[nH]2)c1
966,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N3CCCC3)c(=O)n3ccccc23)CC1
967,CC(=O)C1CCC2C3CCC(CCO)CC3CCC12C
968,Cc1nnc2ccc(-c3ccc(F)cc3)nn12
969,CC(C)c1cc([N+](=O)[O-])cc(C(C)C)c1O
970,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O
971,O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1
972,CCOc1cc(N2C3COCC2CN(C(=O)C2CC(O)CN2c2ccc(Cl)cc2)C3)ccc1Cl
973,O=C(N1CCS(=O)(=O)CC1)N1CC(c2ccc(OC(F)(F)F)cc2)CC(c2nc(C3CC3)no2)C1
974,Cc1nc(C2CCN(C(=O)c3ccc(OC(F)(F)F)cc3N)CC2)c2ncc(N3CCN(C)CC3)cc2n1
975,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2ncccc2C1c1ccc(F)cc1
976,COc1cc(NC2CCCCC2(O)C(F)(F)F)ccc1F
977,O=C1CCc2cc(Nc3cc(OC4CCOCC4)c([N+](=O)[O-])cc3Cl)ccc2N1
978,O=C(c1ccc(F)cc1)N1CC(COc2ccc(Br)cc2)(C(=O)O)C1
979,Nc1nc(CC(N)C(=O)O)c[nH]1
980,FC(F)(F)c1ccc2c(c1)nc(-c1cccnc1)n2C1CC1
981,Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl
982,O=C1NC(c2ccccn2)Sc2ccccc21
983,O=C(Nc1cnc(Oc2ccc(F)cc2)nc1)N1CCc2ncccc2C1c1ccc(F)cc1
984,O=C(O)C1CCCNC1
985,CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1
986,Nc1nc(NCc2ccccc2)nc(-c2cccc(CO)c2)n1
